Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent,spend_to_avg_ratio,is_high_value_transaction,transaction_hour,transaction_day_of_week,is_night_transaction,is_weekend,account_age_years,suspicious_keyword_flag,is_international_flag
T101458,CUST9666,2023-04-07 06:19:00,19.43,Fashion,Credit Card,Mobile,Chennai,0,107,321.45,155,No,0,0.0604,0,6,4,0,0,0.42,0,0
T101459,CUST5382,2023-05-06 09:13:00,86.04,Fashion,Debit Card,Mobile,Bengaluru,0,33,335.45,1074,No,0,0.2565,0,9,5,0,1,2.94,0,0
T101460,CUST6455,2023-04-20 05:27:00,40.05,Grocery,NetBanking,Mobile,Bengaluru,0,119,455.38,1223,No,0,0.0879,0,5,3,1,0,3.35,0,0
T101461,CUST9447,2023-02-24 14:49:00,84.27,Food,Credit Card,Desktop,Kolkata,0,32,377.22,573,No,0,0.2234,0,14,4,0,0,1.57,0,0
T101462,CUST4541,2023-12-22 03:47:00,9.02,Food,PayPal,POS,Bengaluru,0,118,434.32,1469,Yes,1,0.0208,0,3,4,1,0,4.02,1,0
T101463,CUST4214,2023-05-28 18:13:00,85.8,Utilities,Debit Card,POS,Pune,0,176,214.03,484,No,0,0.4009,0,18,6,0,1,1.33,0,0
T101464,CUST9285,2023-11-27 12:54:00,595.34,Electronics,PayPal,POS,Pune,0,196,434.02,691,No,0,1.3717,1,12,0,0,0,1.89,0,0
T101465,CUST7494,2023-09-16 01:10:00,3.95,Food,NetBanking,Desktop,Kolkata,0,185,326.47,1259,No,0,0.0121,0,1,5,1,1,3.45,0,0
T101466,CUST9086,2023-07-23 19:56:00,302.39,Health,UPI,POS,Chennai,0,62,76.45,1386,No,0,3.9554,1,19,6,0,1,3.79,0,0
T101467,CUST6661,2023-09-23 06:57:00,41.79,Food,PayPal,Mobile,Bengaluru,0,82,28.97,1074,No,0,1.4425,0,6,5,0,1,2.94,0,0
T101468,CUST2729,2023-06-11 18:08:00,163.68,Grocery,UPI,POS,Bengaluru,0,130,129.58,947,No,0,1.2632,0,18,6,0,1,2.59,0,0
T101469,CUST8913,2023-12-03 07:49:00,122.0,Fashion,Debit Card,Desktop,Mumbai,0,77,195.39,1855,No,0,0.6244,0,7,6,0,1,5.08,0,0
T101470,CUST3482,2023-08-26 05:35:00,66.96,Utilities,PayPal,Desktop,Bengaluru,0,16,420.41,1703,No,0,0.1593,0,5,5,1,1,4.66,0,0
T101471,CUST8669,2023-09-24 16:30:00,107.29,Fashion,PayPal,POS,Pune,0,123,373.21,1118,No,0,0.2875,0,16,6,0,1,3.06,0,0
T101472,CUST1450,2023-01-29 04:40:00,168.64,Entertainment,Debit Card,Desktop,Mumbai,0,8,478.13,1630,No,0,0.3527,0,4,6,1,1,4.46,0,0
T101473,CUST4617,2023-07-11 11:57:00,41.42,Entertainment,Debit Card,POS,Mumbai,0,147,284.0,117,No,0,0.1458,0,11,1,0,0,0.32,0,0
T101474,CUST7594,2023-11-09 23:42:00,31.68,Entertainment,Credit Card,POS,Bengaluru,0,160,376.39,1888,No,0,0.0842,0,23,3,0,0,5.17,0,0
T101475,CUST7324,2023-11-13 07:52:00,88.11,Grocery,NetBanking,Mobile,Delhi,0,67,144.89,1532,No,0,0.6081,0,7,0,0,0,4.19,0,0
T101476,CUST2402,2023-12-06 19:33:00,131.96,Health,PayPal,Desktop,Hyderabad,0,115,342.99,1096,No,0,0.3847,0,19,2,0,0,3.0,0,0
T101477,CUST7201,2023-10-05 11:44:00,114.93,Food,PayPal,Mobile,Pune,1,113,356.01,1936,No,0,0.3228,0,11,3,0,0,5.3,0,1
T101478,CUST7149,2024-02-14 02:53:00,127.89,Grocery,Debit Card,Desktop,Delhi,0,32,425.72,1990,No,0,0.3004,0,2,2,1,0,5.45,0,0
T101479,CUST1446,2023-11-07 14:27:00,45.76,Electronics,Debit Card,POS,Bengaluru,0,105,272.84,1194,No,0,0.1677,0,14,1,0,0,3.27,0,0
T101480,CUST9537,2023-04-10 02:10:00,136.23,Utilities,NetBanking,Desktop,Bengaluru,0,25,328.01,1427,No,1,0.4153,0,2,0,1,0,3.91,0,0
T101481,CUST1501,2023-04-16 00:09:00,10.25,Fashion,Debit Card,POS,Delhi,0,53,109.49,545,No,0,0.0936,0,0,6,1,1,1.49,0,0
T101482,CUST6917,2024-01-06 16:04:00,62.91,Entertainment,UPI,Desktop,Bengaluru,0,81,371.01,529,No,0,0.1696,0,16,5,0,1,1.45,0,0
T101483,CUST7466,2023-03-14 11:47:00,0.46,Travel,UPI,Mobile,Pune,0,25,420.82,1332,No,0,0.0011,0,11,1,0,0,3.65,0,0
T101484,CUST9671,2023-10-02 10:17:00,31.39,Electronics,UPI,Mobile,Kolkata,0,33,300.93,355,No,0,0.1043,0,10,0,0,0,0.97,0,0
T101485,CUST7997,2023-01-03 18:17:00,36.51,Entertainment,UPI,POS,Mumbai,1,31,66.68,1471,No,0,0.5475,0,18,1,0,0,4.03,0,1
T101486,CUST8736,2023-01-03 05:22:00,40.36,Health,NetBanking,Mobile,Chennai,0,36,163.3,582,No,0,0.2472,0,5,1,1,0,1.59,0,0
T101487,CUST5149,2024-02-08 21:50:00,95.12,Electronics,PayPal,POS,Bengaluru,0,87,243.0,1967,Yes,0,0.3914,0,21,3,0,0,5.39,1,0
T101488,CUST5582,2023-05-04 14:29:00,39.35,Grocery,UPI,POS,Bengaluru,0,123,341.81,917,No,0,0.1151,0,14,3,0,0,2.51,0,0
T101489,CUST7972,2023-11-07 13:03:00,47.64,Food,Debit Card,POS,Delhi,1,177,166.96,1025,No,1,0.2853,0,13,1,0,0,2.81,0,1
T101490,CUST9771,2023-10-28 18:24:00,21.7,Fashion,UPI,Desktop,Mumbai,0,44,421.74,1655,No,0,0.0515,0,18,5,0,1,4.53,0,0
T101491,CUST9436,2024-01-29 06:09:00,37.38,Utilities,NetBanking,POS,Delhi,0,48,192.18,1022,No,0,0.1945,0,6,0,0,0,2.8,0,0
T101492,CUST5204,2024-02-17 05:09:00,20.63,Health,Debit Card,Mobile,Kolkata,0,158,30.99,1821,No,1,0.6657,0,5,5,1,1,4.99,0,0
T101493,CUST3001,2023-06-09 02:14:00,6.08,Health,UPI,Desktop,Pune,0,13,399.06,958,No,0,0.0152,0,2,4,1,0,2.62,0,0
T101494,CUST6799,2023-09-24 01:30:00,74.0,Travel,PayPal,Mobile,Delhi,0,171,325.67,950,No,0,0.2272,0,1,6,1,1,2.6,0,0
T101495,CUST9221,2023-01-04 01:17:00,88.26,Electronics,Debit Card,POS,Bengaluru,0,144,402.96,337,No,0,0.219,0,1,2,1,0,0.92,0,0
T101496,CUST2804,2023-06-05 02:29:00,77.3,Travel,Debit Card,POS,Mumbai,0,91,180.96,686,No,0,0.4272,0,2,0,1,0,1.88,0,0
T101497,CUST4707,2023-03-22 23:35:00,49.81,Food,PayPal,Mobile,Pune,0,154,18.64,1360,No,0,2.6722,0,23,2,0,0,3.72,0,0
T101498,CUST8743,2023-11-17 04:51:00,38.22,Entertainment,Debit Card,Desktop,Bengaluru,0,175,46.14,1952,No,1,0.8283,0,4,4,1,0,5.34,0,0
T101499,CUST2273,2023-09-06 21:36:00,159.22,Food,UPI,Mobile,Pune,0,165,64.78,1876,No,0,2.4579,0,21,2,0,0,5.14,0,0
T101500,CUST7122,2023-11-13 08:59:00,58.56,Entertainment,Debit Card,POS,Bengaluru,1,131,404.52,499,No,0,0.1448,0,8,0,0,0,1.37,0,1
T101501,CUST7613,2023-02-06 03:10:00,52.19,Travel,UPI,Desktop,Bengaluru,1,154,157.7,1237,No,1,0.3309,0,3,0,1,0,3.39,0,1
T101502,CUST5481,2024-02-05 12:48:00,2.08,Fashion,PayPal,POS,Bengaluru,0,143,498.97,1684,No,0,0.0042,0,12,0,0,0,4.61,0,0
T101503,CUST1002,2023-09-16 13:11:00,33.39,Food,Credit Card,POS,Chennai,1,66,381.61,654,No,0,0.0875,0,13,5,0,1,1.79,0,1
T101504,CUST8890,2023-01-09 07:12:00,38.27,Travel,PayPal,Mobile,Hyderabad,0,28,304.57,320,No,0,0.1257,0,7,0,0,0,0.88,0,0
T101505,CUST4152,2023-07-16 08:46:00,40.71,Electronics,UPI,POS,Mumbai,0,125,491.97,278,No,0,0.0827,0,8,6,0,1,0.76,0,0
T101506,CUST9221,2023-05-06 00:10:00,69.43,Travel,NetBanking,Mobile,Kolkata,0,166,164.99,353,No,1,0.4208,0,0,5,1,1,0.97,0,0
T101507,CUST4439,2023-01-24 09:48:00,61.02,Travel,PayPal,Desktop,Chennai,0,172,91.15,1496,No,0,0.6694,0,9,1,0,0,4.1,0,0
T101508,CUST9324,2023-10-24 07:19:00,74.9,Grocery,NetBanking,POS,Hyderabad,0,181,371.26,633,No,0,0.2017,0,7,1,0,0,1.73,0,0
T101509,CUST6058,2023-11-15 06:03:00,115.81,Food,NetBanking,POS,Pune,0,80,146.26,88,No,0,0.7918,0,6,2,0,0,0.24,0,0
T101510,CUST9369,2023-09-05 01:04:00,134.13,Utilities,UPI,Desktop,Hyderabad,0,132,480.91,1050,No,0,0.2789,0,1,1,1,0,2.87,0,0
T101511,CUST9767,2023-10-01 03:24:00,101.3,Fashion,UPI,Mobile,Hyderabad,0,72,494.15,298,No,0,0.205,0,3,6,1,1,0.82,0,0
T101512,CUST1165,2023-05-13 13:50:00,249.02,Fashion,Credit Card,POS,Chennai,0,44,463.94,1371,No,0,0.5368,1,13,5,0,1,3.75,0,0
T101513,CUST4567,2023-10-31 18:31:00,1.47,Grocery,Debit Card,Desktop,Mumbai,0,119,472.93,123,No,0,0.0031,0,18,1,0,0,0.34,0,0
T101514,CUST9977,2023-07-21 10:29:00,17.43,Entertainment,PayPal,POS,Delhi,0,46,311.67,1307,No,0,0.0559,0,10,4,0,0,3.58,0,0
T101515,CUST7709,2023-10-18 06:08:00,0.61,Health,UPI,Mobile,Hyderabad,1,84,349.14,716,No,0,0.0017,0,6,2,0,0,1.96,0,1
T101516,CUST7500,2023-07-29 00:23:00,83.41,Entertainment,PayPal,Mobile,Delhi,0,26,56.18,1513,No,0,1.4847,0,0,5,1,1,4.14,0,0
T101517,CUST8294,2024-02-11 20:32:00,182.65,Fashion,NetBanking,Mobile,Delhi,1,96,383.89,544,No,1,0.4758,0,20,6,0,1,1.49,0,1
T101518,CUST5630,2024-01-20 15:30:00,22.32,Travel,Debit Card,Mobile,Bengaluru,0,13,109.01,562,No,0,0.2048,0,15,5,0,1,1.54,0,0
T101519,CUST7693,2023-03-14 10:17:00,209.42,Grocery,Credit Card,Desktop,Delhi,0,125,421.76,1157,No,0,0.4965,0,10,1,0,0,3.17,0,0
T101520,CUST5381,2023-07-27 21:15:00,4.97,Electronics,PayPal,POS,Pune,0,69,481.15,1886,No,0,0.0103,0,21,3,0,0,5.16,0,0
T101521,CUST3988,2023-12-02 11:51:00,217.98,Food,Debit Card,Desktop,Pune,0,172,114.07,431,No,0,1.9109,0,11,5,0,1,1.18,0,0
T101522,CUST6371,2023-08-01 00:12:00,34.66,Food,Credit Card,Mobile,Bengaluru,0,181,48.24,1834,No,0,0.7185,0,0,1,1,0,5.02,0,0
T101523,CUST6621,2023-09-17 13:48:00,8.56,Utilities,PayPal,Mobile,Mumbai,0,51,247.11,996,No,0,0.0346,0,13,6,0,1,2.73,0,0
T101524,CUST5334,2023-09-07 17:51:00,53.22,Food,Debit Card,Mobile,Kolkata,0,13,397.86,1386,No,0,0.1338,0,17,3,0,0,3.79,0,0
T101525,CUST4806,2023-08-25 21:59:00,23.74,Travel,UPI,Mobile,Mumbai,0,169,387.61,750,No,0,0.0612,0,21,4,0,0,2.05,0,0
T101526,CUST4603,2023-04-07 17:33:00,26.82,Electronics,PayPal,POS,Pune,0,139,351.44,906,No,0,0.0763,0,17,4,0,0,2.48,0,0
T101527,CUST5663,2023-11-30 17:39:00,29.37,Grocery,Debit Card,Mobile,Kolkata,0,165,412.14,637,No,0,0.0713,0,17,3,0,0,1.74,0,0
T101528,CUST8427,2023-03-09 13:50:00,129.97,Grocery,Credit Card,POS,Bengaluru,0,60,95.74,122,No,0,1.3575,0,13,3,0,0,0.33,0,0
T101529,CUST1413,2023-07-06 01:52:00,61.98,Food,Debit Card,Mobile,Mumbai,0,32,329.45,1610,No,0,0.1881,0,1,3,1,0,4.41,0,0
T101530,CUST7499,2023-09-12 21:43:00,29.84,Electronics,UPI,POS,Kolkata,0,173,306.78,603,No,0,0.0973,0,21,1,0,0,1.65,0,0
T101531,CUST7046,2023-02-26 03:49:00,75.4,Electronics,PayPal,POS,Kolkata,0,18,85.18,1595,No,1,0.8852,0,3,6,1,1,4.37,0,0
T101532,CUST8530,2023-03-05 01:57:00,100.74,Electronics,PayPal,Mobile,Hyderabad,0,93,213.07,1000,No,0,0.4728,0,1,6,1,1,2.74,0,0
T101533,CUST5200,2023-08-26 06:18:00,25.46,Fashion,PayPal,Desktop,Mumbai,1,148,427.74,1835,No,1,0.0595,0,6,5,0,1,5.02,0,1
T101534,CUST1806,2023-10-02 03:58:00,42.69,Fashion,UPI,Desktop,Bengaluru,0,44,486.18,466,No,1,0.0878,0,3,0,1,0,1.28,0,0
T101535,CUST1103,2023-07-29 13:36:00,10.4,Food,Credit Card,Desktop,Kolkata,0,164,336.06,1063,No,0,0.0309,0,13,5,0,1,2.91,0,0
T101536,CUST2065,2023-02-11 05:02:00,15.99,Electronics,PayPal,Desktop,Pune,0,197,461.75,485,No,0,0.0346,0,5,5,1,1,1.33,0,0
T101537,CUST4425,2023-12-20 12:53:00,91.43,Health,Credit Card,Desktop,Hyderabad,0,37,74.7,444,No,0,1.224,0,12,2,0,0,1.22,0,0
T101538,CUST9027,2023-09-09 13:04:00,16.02,Electronics,Debit Card,Mobile,Delhi,1,161,487.78,1571,No,1,0.0328,0,13,5,0,1,4.3,0,1
T101539,CUST4728,2023-04-23 16:11:00,59.58,Grocery,Credit Card,Mobile,Delhi,1,127,26.42,1428,No,0,2.2551,0,16,6,0,1,3.91,0,1
T101540,CUST6349,2023-10-21 19:09:00,98.77,Grocery,Credit Card,Mobile,Delhi,0,19,268.36,1584,No,0,0.3681,0,19,5,0,1,4.34,0,0
T101541,CUST5990,2023-05-01 18:36:00,9.04,Food,PayPal,Mobile,Pune,0,179,152.59,1577,No,0,0.0592,0,18,0,0,0,4.32,0,0
T101542,CUST3327,2023-04-25 18:01:00,67.02,Health,NetBanking,Mobile,Kolkata,1,32,408.82,1426,No,0,0.1639,0,18,1,0,0,3.9,0,1
T101543,CUST9652,2023-08-20 18:05:00,23.72,Electronics,NetBanking,Mobile,Bengaluru,0,106,116.6,733,No,0,0.2034,0,18,6,0,1,2.01,0,0
T101544,CUST1791,2023-03-08 17:53:00,263.59,Entertainment,UPI,POS,Delhi,0,22,15.65,1668,No,0,16.8428,1,17,2,0,0,4.57,0,0
T101545,CUST7748,2024-01-31 23:37:00,52.86,Health,UPI,POS,Mumbai,0,122,213.16,911,No,0,0.248,0,23,2,0,0,2.49,0,0
T101546,CUST7851,2023-12-03 00:33:00,131.19,Utilities,NetBanking,Mobile,Delhi,0,129,41.41,791,No,0,3.1681,0,0,6,1,1,2.17,0,0
T101547,CUST9981,2023-06-22 14:10:00,63.92,Food,Debit Card,Mobile,Kolkata,0,54,152.15,1809,No,0,0.4201,0,14,3,0,0,4.95,0,0
T101548,CUST5622,2023-03-15 04:23:00,3.55,Grocery,PayPal,POS,Chennai,0,148,325.44,1903,No,0,0.0109,0,4,2,1,0,5.21,0,0
T101549,CUST7318,2023-07-16 20:45:00,80.22,Entertainment,PayPal,POS,Pune,0,58,154.4,1492,No,0,0.5196,0,20,6,0,1,4.08,0,0
T101550,CUST7382,2023-11-08 13:44:00,241.94,Grocery,Debit Card,Mobile,Chennai,0,163,130.44,1248,No,0,1.8548,1,13,2,0,0,3.42,0,0
T101551,CUST7436,2023-08-19 07:42:00,73.63,Fashion,Debit Card,POS,Delhi,0,70,86.19,294,No,0,0.8543,0,7,5,0,1,0.8,0,0
T101552,CUST9716,2023-10-02 19:44:00,136.82,Food,NetBanking,Desktop,Kolkata,0,198,76.23,536,No,0,1.7948,0,19,0,0,0,1.47,0,0
T101553,CUST8026,2023-07-24 09:35:00,172.48,Food,UPI,Desktop,Delhi,0,189,267.67,675,No,0,0.6444,0,9,0,0,0,1.85,0,0
T101554,CUST1423,2023-05-26 07:13:00,20.71,Electronics,Debit Card,Desktop,Chennai,0,63,343.94,926,No,0,0.0602,0,7,4,0,0,2.54,0,0
T101555,CUST2743,2024-01-06 00:32:00,19.07,Electronics,UPI,POS,Kolkata,1,189,231.84,1479,No,0,0.0823,0,0,5,1,1,4.05,0,1
T101556,CUST6787,2023-05-14 22:14:00,75.53,Fashion,Credit Card,Mobile,Pune,0,185,70.57,890,No,0,1.0703,0,22,6,0,1,2.44,0,0
T101557,CUST3239,2023-12-23 20:09:00,42.35,Entertainment,PayPal,Mobile,Pune,0,3,327.4,718,No,0,0.1294,0,20,5,0,1,1.97,0,0
T101558,CUST5288,2023-02-08 14:32:00,146.54,Utilities,NetBanking,Mobile,Delhi,0,99,282.99,896,No,0,0.5178,0,14,2,0,0,2.45,0,0
T101559,CUST4259,2023-10-13 23:42:00,184.23,Travel,PayPal,POS,Pune,0,45,196.82,1152,No,0,0.936,0,23,4,0,0,3.15,0,0
T101560,CUST4656,2024-02-12 18:38:00,34.88,Health,NetBanking,POS,Hyderabad,0,143,171.72,1083,No,0,0.2031,0,18,0,0,0,2.97,0,0
T101561,CUST7742,2023-07-31 17:11:00,21.63,Travel,Credit Card,Desktop,Kolkata,0,17,99.74,1344,No,0,0.2169,0,17,0,0,0,3.68,0,0
T101562,CUST2838,2023-06-03 11:08:00,121.32,Travel,PayPal,POS,Kolkata,0,143,81.69,1628,No,0,1.4851,0,11,5,0,1,4.46,0,0
T101563,CUST9893,2023-10-14 11:49:00,25.71,Food,Credit Card,Desktop,Pune,0,5,176.0,516,No,0,0.1461,0,11,5,0,1,1.41,0,0
T101564,CUST9655,2023-07-24 01:59:00,138.35,Health,NetBanking,Desktop,Kolkata,0,174,30.4,1459,No,0,4.551,0,1,0,1,0,3.99,0,0
T101565,CUST6016,2023-06-18 08:58:00,44.1,Food,Debit Card,Mobile,Chennai,1,11,223.95,1992,No,1,0.1969,0,8,6,0,1,5.45,0,1
T101566,CUST2259,2023-04-08 16:07:00,88.1,Utilities,PayPal,POS,Bengaluru,0,192,304.77,57,No,0,0.2891,0,16,5,0,1,0.16,0,0
T101567,CUST5080,2023-12-13 23:27:00,8.03,Health,Credit Card,Mobile,Chennai,0,92,471.41,1199,No,0,0.017,0,23,2,0,0,3.28,0,0
T101568,CUST8523,2023-01-12 03:04:00,78.22,Grocery,PayPal,Mobile,Mumbai,0,142,316.66,317,No,0,0.247,0,3,3,1,0,0.87,0,0
T101569,CUST1949,2023-02-03 08:27:00,48.08,Food,PayPal,POS,Hyderabad,0,39,315.8,610,No,0,0.1522,0,8,4,0,0,1.67,0,0
T101570,CUST7242,2023-01-19 03:54:00,70.67,Food,PayPal,POS,Bengaluru,1,195,193.46,979,No,1,0.3653,0,3,3,1,0,2.68,0,1
T101571,CUST1355,2023-09-17 04:40:00,14.72,Food,UPI,Desktop,Delhi,0,183,75.33,281,No,0,0.1954,0,4,6,1,1,0.77,0,0
T101572,CUST3841,2024-01-01 20:51:00,106.81,Entertainment,Credit Card,Desktop,Kolkata,0,42,229.0,1215,No,0,0.4664,0,20,0,0,0,3.33,0,0
T101573,CUST4015,2023-01-13 16:59:00,158.9,Fashion,Credit Card,Desktop,Mumbai,0,94,303.35,956,No,0,0.5238,0,16,4,0,0,2.62,0,0
T101574,CUST5099,2024-02-14 21:07:00,19.54,Food,PayPal,Desktop,Mumbai,0,5,364.78,139,No,0,0.0536,0,21,2,0,0,0.38,0,0
T101575,CUST4554,2023-01-19 21:35:00,8.05,Utilities,Debit Card,Mobile,Hyderabad,1,52,414.78,1918,No,0,0.0194,0,21,3,0,0,5.25,0,1
T101576,CUST7279,2023-04-02 22:08:00,1.91,Electronics,PayPal,Mobile,Bengaluru,0,150,135.4,673,No,0,0.0141,0,22,6,0,1,1.84,0,0
T101577,CUST2584,2023-11-12 07:10:00,82.17,Electronics,UPI,POS,Mumbai,0,44,128.2,427,No,0,0.641,0,7,6,0,1,1.17,0,0
T101578,CUST6948,2023-04-16 03:35:00,74.73,Health,NetBanking,Desktop,Bengaluru,0,115,287.0,1324,No,1,0.2604,0,3,6,1,1,3.62,0,0
T101579,CUST2763,2023-10-24 06:46:00,63.3,Grocery,UPI,Desktop,Bengaluru,0,187,287.35,1241,No,0,0.2203,0,6,1,0,0,3.4,0,0
T101580,CUST6264,2024-01-29 12:40:00,21.11,Fashion,Debit Card,Desktop,Pune,0,153,116.79,1585,No,0,0.1808,0,12,0,0,0,4.34,0,0
T101581,CUST7013,2023-05-28 10:24:00,39.66,Entertainment,PayPal,Mobile,Mumbai,0,127,297.86,305,No,0,0.1331,0,10,6,0,1,0.84,0,0
T101582,CUST8202,2023-04-28 21:26:00,72.21,Health,Credit Card,POS,Bengaluru,0,116,179.48,718,No,0,0.4023,0,21,4,0,0,1.97,0,0
T101583,CUST8222,2023-08-17 14:55:00,54.94,Electronics,PayPal,Mobile,Hyderabad,0,149,323.26,1664,No,0,0.17,0,14,3,0,0,4.56,0,0
T101584,CUST4813,2023-02-03 07:54:00,352.41,Fashion,Debit Card,POS,Mumbai,0,192,152.61,276,No,0,2.3092,1,7,4,0,0,0.76,0,0
T101585,CUST6272,2023-08-21 12:08:00,11.74,Fashion,Credit Card,POS,Hyderabad,1,68,300.22,1377,No,1,0.0391,0,12,0,0,0,3.77,0,1
T101586,CUST1866,2023-11-08 10:20:00,95.03,Grocery,UPI,Mobile,Hyderabad,0,47,386.47,1071,No,0,0.2459,0,10,2,0,0,2.93,0,0
T101587,CUST1100,2023-04-08 11:22:00,41.44,Utilities,NetBanking,Mobile,Bengaluru,0,127,490.28,437,No,0,0.0845,0,11,5,0,1,1.2,0,0
T101588,CUST6290,2023-01-21 01:05:00,44.72,Fashion,NetBanking,POS,Bengaluru,1,35,456.42,1464,No,0,0.098,0,1,5,1,1,4.01,0,1
T101589,CUST4809,2024-01-17 23:55:00,101.15,Food,PayPal,Mobile,Pune,0,7,256.73,1854,No,0,0.394,0,23,2,0,0,5.08,0,0
T101590,CUST4145,2023-02-27 07:42:00,94.33,Fashion,UPI,Mobile,Kolkata,0,184,249.29,154,No,0,0.3784,0,7,0,0,0,0.42,0,0
T101591,CUST9297,2023-12-26 06:43:00,379.15,Grocery,Debit Card,POS,Pune,0,116,224.47,1373,No,0,1.6891,1,6,1,0,0,3.76,0,0
T101592,CUST3812,2023-03-11 21:23:00,10.99,Health,NetBanking,POS,Mumbai,0,52,23.6,182,No,0,0.4657,0,21,5,0,1,0.5,0,0
T101593,CUST6186,2023-02-28 19:28:00,8.79,Grocery,UPI,Desktop,Pune,0,110,91.32,1634,No,0,0.0963,0,19,1,0,0,4.47,0,0
T101594,CUST5452,2023-01-22 16:38:00,103.09,Entertainment,PayPal,Mobile,Delhi,0,46,39.0,687,No,0,2.6433,0,16,6,0,1,1.88,0,0
T101595,CUST6675,2023-05-01 12:35:00,69.09,Grocery,Credit Card,POS,Mumbai,0,137,351.21,1610,No,0,0.1967,0,12,0,0,0,4.41,0,0
T101596,CUST1179,2023-07-12 23:43:00,25.63,Electronics,PayPal,Mobile,Hyderabad,1,186,212.48,1931,No,1,0.1206,0,23,2,0,0,5.29,0,1
T101597,CUST5142,2023-09-08 19:38:00,6.62,Food,PayPal,Mobile,Pune,0,23,41.25,49,No,0,0.1605,0,19,4,0,0,0.13,0,0
T101598,CUST5834,2023-07-06 16:59:00,7.16,Utilities,UPI,POS,Pune,0,131,348.38,1856,No,0,0.0206,0,16,3,0,0,5.08,0,0
T101599,CUST7477,2023-07-19 15:13:00,179.69,Electronics,NetBanking,Desktop,Kolkata,0,127,325.77,276,Yes,0,0.5516,0,15,2,0,0,0.76,1,0
T101600,CUST9919,2023-12-18 21:54:00,17.04,Health,UPI,POS,Pune,0,189,362.78,1443,No,0,0.047,0,21,0,0,0,3.95,0,0
T101601,CUST2744,2023-08-15 17:07:00,31.25,Travel,Credit Card,POS,Bengaluru,0,9,303.92,1400,Yes,1,0.1028,0,17,1,0,0,3.83,1,0
T101602,CUST4566,2023-12-01 17:25:00,20.56,Health,UPI,Mobile,Hyderabad,0,53,89.15,1529,No,0,0.2306,0,17,4,0,0,4.19,0,0
T101603,CUST7462,2024-01-08 22:57:00,35.08,Food,Debit Card,Desktop,Pune,0,196,40.08,1256,No,0,0.8752,0,22,0,0,0,3.44,0,0
T101604,CUST9427,2023-11-04 14:12:00,5.76,Fashion,PayPal,POS,Chennai,0,177,410.4,1062,No,0,0.014,0,14,5,0,1,2.91,0,0
T101605,CUST6963,2023-02-27 14:15:00,58.56,Grocery,NetBanking,Mobile,Chennai,0,198,115.75,1745,No,0,0.5059,0,14,0,0,0,4.78,0,0
T101606,CUST6983,2023-05-05 02:10:00,5.6,Travel,Credit Card,POS,Hyderabad,0,48,275.84,1721,No,0,0.0203,0,2,4,1,0,4.71,0,0
T101607,CUST3975,2024-02-11 09:48:00,128.9,Food,PayPal,Mobile,Pune,0,123,247.76,560,No,0,0.5203,0,9,6,0,1,1.53,0,0
T101608,CUST5596,2023-07-30 07:12:00,21.3,Electronics,UPI,POS,Kolkata,0,82,461.32,132,No,0,0.0462,0,7,6,0,1,0.36,0,0
T101609,CUST8417,2023-11-26 16:01:00,62.12,Grocery,Debit Card,Desktop,Delhi,1,109,280.7,1299,No,1,0.2213,0,16,6,0,1,3.56,0,1
T101610,CUST7606,2023-02-21 18:43:00,169.67,Health,UPI,POS,Kolkata,0,7,294.21,626,No,0,0.5767,0,18,1,0,0,1.71,0,0
T101611,CUST4807,2023-12-03 16:45:00,84.19,Electronics,PayPal,Mobile,Delhi,1,99,166.56,1372,No,0,0.5055,0,16,6,0,1,3.76,0,1
T101612,CUST4019,2024-01-18 21:50:00,60.91,Food,Credit Card,POS,Mumbai,1,31,479.76,380,No,0,0.127,0,21,3,0,0,1.04,0,1
T101613,CUST2860,2023-01-05 21:58:00,31.36,Food,NetBanking,Desktop,Mumbai,1,102,310.06,263,No,0,0.1011,0,21,3,0,0,0.72,0,1
T101614,CUST7423,2023-07-12 23:25:00,32.4,Health,PayPal,Desktop,Kolkata,0,56,12.44,1700,No,0,2.6045,0,23,2,0,0,4.65,0,0
T101615,CUST5723,2023-12-11 10:30:00,88.57,Travel,Credit Card,Desktop,Pune,1,99,282.48,66,No,1,0.3135,0,10,0,0,0,0.18,0,1
T101616,CUST7119,2023-12-11 04:39:00,411.16,Health,PayPal,Desktop,Kolkata,0,189,188.29,1398,No,0,2.1837,1,4,0,1,0,3.83,0,0
T101617,CUST6467,2023-01-27 06:44:00,86.74,Fashion,Debit Card,Mobile,Mumbai,0,5,25.73,1657,No,0,3.3712,0,6,4,0,0,4.54,0,0
T101618,CUST6553,2023-01-15 10:55:00,65.28,Electronics,UPI,POS,Bengaluru,0,30,221.46,321,No,0,0.2948,0,10,6,0,1,0.88,0,0
T101619,CUST1649,2023-12-08 10:30:00,104.94,Travel,NetBanking,Desktop,Delhi,1,22,389.05,46,No,0,0.2697,0,10,4,0,0,0.13,0,1
T101620,CUST3485,2023-09-15 20:59:00,50.07,Grocery,Credit Card,POS,Hyderabad,0,145,256.86,119,No,0,0.1949,0,20,4,0,0,0.33,0,0
T101621,CUST8600,2023-06-15 06:58:00,4.96,Entertainment,NetBanking,Mobile,Kolkata,0,138,323.33,1401,No,0,0.0153,0,6,3,0,0,3.84,0,0
